Date,Close,High,Low,Open,Volume
1999-01-22,0.0376151725649833,0.0447794403988431,0.0355847460105261,0.0401224819915666,2714688000
1999-01-25,0.0415558852255344,0.0420327680698376,0.0376151703703925,0.0406002815089723,510480000
1999-01-26,0.0383314117789268,0.0428691472736227,0.037734387530521,0.0420327660171851,343200000
1999-01-27,0.0382121875882148,0.0394062326130826,0.0363009837537227,0.0384506289876323,244368000
1999-01-28,0.03809205442667,0.0384506338770798,0.037853612996932,0.0382121924473417,227520000
1999-01-29,0.0363009981811046,0.0382122027751814,0.0363009981811046,0.0380920647220393,244032000
1999-02-01,0.03701813519001,0.0372565765419343,0.0363009765232306,0.0363009765232306,154704000
1999-02-02,0.0341522507369518,0.0372565840021083,0.0330774281188619,0.0363009837920573,264096000
1999-02-03,0.0348684825003147,0.0353462841566518,0.0334350809477107,0.033674441282674,75120000
1999-02-04,0.036778774112463,0.037734374023903,0.0348684830539645,0.0353462847178882,181920000
1999-02-05,0.0378536060452461,0.0382121854298039,0.0364211197018746,0.0373758042595095,136848000
1999-02-08,0.0365403443574905,0.0382121913601102,0.0365403443574905,0.0380920533428567,154080000
1999-02-09,0.0351069495081901,0.0374950402911717,0.0346291475487593,0.037256595402133,86976000
1999-02-10,0.0347492769360542,0.0360625410285607,0.0341522526808046,0.0351069407641196,148224000
1999-02-11,0.0377343818545341,0.0391668681299706,0.0348684902898663,0.0348684902898663,132240000
1999-02-12,0.0398840308189392,0.0401224721967934,0.0382121841325378,0.0382121841325378,109728000
1999-02-16,0.0401224792003631,0.0422721280315116,0.0360625419715091,0.0406002810532814,211008000
1999-02-17,0.0379728302359581,0.0396446772083213,0.0372565869660779,0.0391668753570798,67728000
1999-02-18,0.0385698452591896,0.0396446677051431,0.037495022813236,0.0391668659684349,70704000
1999-02-19,0.0398840308189392,0.0406002739663091,0.0377343823630221,0.0382121841325378,75360000
1999-02-22,0.0401224792003631,0.0410780829061997,0.0379728303692146,0.0406002810532814,205248000
1999-02-23,0.0420327521860599,0.0428691331672814,0.0386899784692508,0.0410780678442418,138096000
1999-02-24,0.0453764647245407,0.0501535611570763,0.0443016419420834,0.0482423570282948,612768000
1999-02-25,0.0439439676702022,0.0487201473737304,0.0432268055036217,0.0472876576517893,149136000
1999-02-26,0.0419135466217994,0.0458542612470466,0.0415558828012331,0.0444217747697502,172608000
1999-03-01,0.0421528965234756,0.0439439655334114,0.040122470548122,0.0429883620336467,92160000
1999-03-02,0.0417943187057971,0.0422721204732848,0.0410780755614673,0.0420327600826393,55248000
1999-03-03,0.0389284305274486,0.0420327637675638,0.0386899891297028,0.0420327637675638,61392000
1999-03-04,0.03809205442667,0.0410780846742342,0.0377343905738584,0.040838724230489,57360000
1999-03-05,0.0402416884899139,0.0403609074525533,0.0384506196780574,0.0384506196780574,78768000
1999-03-08,0.0408387184143066,0.0420327634209573,0.0384506284010052,0.0391668716022204,75888000
1999-03-09,0.0421528965234756,0.0427499206655902,0.0407194946902366,0.0407194946902366,143184000
1999-03-10,0.041435744613409,0.0427499276866597,0.0408387203732416,0.0427499276866597,235344000
